111.861 1054.34
56.5838 1175.33
-6.55782 1156.4
63.611 1153.12
196.068 1047.58
119.188 1113.73
122.287 1032.67
7.20664 1117.97
89.8483 1030.99
171.742 1046.18
703.213 46.3949
608.571 88.2205
617.236 -22.7454
508.899 13.4807
576.712 86.5005
578.836 0.899733
659.996 11.5568
483.051 68.9304
550.581 94.403
576.401 -14.437
165.56 5091.55
132.27 5118.33
71.9187 5164.04
239.003 5124.27
87.0608 5147.43
120.295 5039.98
135.104 4981.82
211.629 5071.57
95.3423 5161.86
108.605 5084.68
673.819 3986.7
638.602 4114.51
526.941 3950.02
604.359 4075.74
621.073 3990.07
623.56 4032.64
636.119 3959.59
652.441 4028.96
577.15 4035.88
597.402 4038.01
102.639 1065.75
203.241 1127.63
161.484 1055.55
70.1865 1190.18
212.475 1111.16
173.353 1142.55
281.293 1128
259.758 1096.18
168.794 1176.01
156.583 1042.03
462.913 79.498
503.084 -89.5904
520.97 27.8039
552.914 21.6996
511.204 -15.7045
535.644 -64.7417
575.1 -22.9582
499.072 0.190128
559.279 -1.34434
481.171 15.1057
183.623 5086.42
158.133 5208.31
198.909 5051.66
182.069 5107.16
285.326 5090.76
239.495 5069.02
230.12 5094.42
268.99 5090.64
235.72 5167.91
289.304 5048.29
471.603 3910.85
571.247 3897.61
476.669 4027.89
520.047 4104.27
480.718 3977.71
596.823 3992.95
526.791 4103.7
400.943 4018.06
503.075 3953.76
501.95 4043.53
289.846 1025.57
306.42 1068.04
321.777 1135.66
400.364 1034.14
439.457 1080.75
300.685 1029.56
411.683 1166.87
317.541 1136.38
242.449 1194.61
341.233 1116.16
405.12 8.59619
376.444 -40.4348
335.527 9.37868
335.349 58.1546
407.344 -39.3362
372.943 51.6505
345.165 21.1491
460.161 -0.228543
518.763 -5.94588
418.077 -8.25491
208.81 5157.59
323.725 5116.8
313.846 5053.13
396.946 5132.34
434.855 5097.97
305.06 4976.65
222.224 5093.44
269.793 5077.1
261.501 5115.43
313.004 5180.58
427.602 3963.9
490.952 4023.06
357.927 4034.68
467.357 3921.41
467.72 3986.82
328.782 4040.68
283.125 3994.31
337.723 4025.87
435.487 4055.69
386.832 4111.55
463.896 999.75
381.538 1167.52
474.729 1012.65
359.544 1085.96
427.407 1082.25
356.6 1025.71
453.876 1085.2
345.976 1019.49
321.231 1072.69
301.103 1059.49
372.228 -10.68
296.054 136.303
413.31 67.6268
293.604 -46.5137
227.52 11.2408
258.132 90.7159
222.596 49.5018
303.699 58.3083
331.424 176.249
334.513 36.1372
451.555 5151
444.46 5094.74
377.146 5004.38
389.025 5020.77
406.075 5135
392.407 5033.81
311.838 5054.82
379.446 5031.86
403.117 5030.33
415.134 5052.46
264.2 3961.45
325.098 4151.49
243.111 3976.03
363.686 4077.83
444.465 4033.02
386.835 3976.46
337.537 4117.05
340.165 4063.03
356.78 4077.29
279.449 4102.71
555.224 1014.3
604.042 877.069
360.776 1062.56
493.176 1046.63
606.788 961.698
556.536 1082.03
408.306 1059.02
470.504 1066.56
455.579 1076.32
391.64 963.061
206.614 -2.7848
189.282 101.163
146.676 148.079
125.049 158.241
334.115 11.5668
218.591 112.974
199.764 27.636
207.076 126.335
239.641 40.7535
237.852 8.80124
502.276 5032.67
535.776 4973.15
449.254 5061.44
483.757 4993.45
609.422 5007.88
516.98 5031.52
619.405 5134.58
583.4 4975.97
510.997 5038.67
351.125 5034.96
203.78 4059.07
161.073 4083.42
224.59 4117.48
106.41 4044.05
133.318 4211.86
198.352 4120.84
162.373 4077.47
165.638 4100.07
229.337 4094.1
107.167 4057.53
494.301 995.341
649.383 907.828
540.401 1101.51
566.727 957.307
548.053 905.232
615.958 889.615
615.458 964.451
556.587 998.699
495.955 851.595
528.303 937.995
90.6119 207.72
103.49 74.5832
167.995 56.1696
47.0333 42.8306
89.4669 97.0742
181.652 178.877
89.014 140.994
167.629 14.2829
85.7619 123.025
55.4326 90.1904
631.456 4968.73
533.144 4903.16
650.638 5100.42
526.62 4971.51
535.358 5022.72
554.247 5020.89
665.38 4988.83
667.114 5070.54
595.615 4966.54
576.453 4979.22
128.681 4192.19
46.2209 4099.32
194.715 4244.47
12.8776 4050.51
136.644 4158.77
190.685 4134.26
170.005 4221.01
231.498 4147.43
55.4943 4101.57
137.345 4136.47
711.641 869.099
653.085 991.012
594.1 985.702
605.702 959.197
701.727 879.059
590.373 919.713
635.821 957.722
549.736 1017.12
732.874 884.742
686.601 995.514
26.5387 136.169
65.9589 196.916
9.55153 197.262
16.8674 177.631
195.89 163.116
-25.38 148.76
82.647 134.92
42.6635 232.523
12.0858 278.411
